appid,Genre
266030,Strategy
266050,Action
266050,Adventure
266050,Indie
266070,Action
266070,"Free to Play"
266070,"Massively Multiplayer"
266070,RPG
266090,Adventure
266090,RPG
266090,Simulation
266110,Action
266110,Indie
266130,Action
266130,RPG
266130,Simulation
266130,Strategy
266150,Action
266150,Casual
266150,"Free to Play"
266170,Action
266170,Indie
266170,RPG
266190,Action
266190,Adventure
266190,"Early Access"
266190,Indie
266190,RPG
266210,Indie
266210,RPG
266230,Indie
266230,RPG
266250,Action
266250,Indie
266270,Casual
266270,Sports
266290,Simulation
266310,"Animation & Modeling"
266310,"Design & Illustration"
266310,Education
266310,"Software Training"
266310,Utilities
266330,Action
266330,Indie
266370,Action
266370,"Early Access"
266370,Racing
266390,Casual
266390,Indie
266390,Simulation
266390,Strategy
266410,"Massively Multiplayer"
266410,Racing
266410,Simulation
266410,Sports
266430,Casual
266430,"Early Access"
266430,"Free to Play"
266430,Indie
266450,"Early Access"
266450,"Free to Play"
266450,Indie
266450,RPG
266450,Strategy
266470,Action
266470,"Early Access"
266470,Indie
266470,Simulation
266490,Adventure
266490,Indie
266490,RPG
266510,Action
266510,Indie
266510,RPG
266550,Action
266550,"Early Access"
266550,Indie
266550,Strategy
266590,"Animation & Modeling"
266590,"Design & Illustration"
266590,Education
266590,"Software Training"
266590,Utilities
266710,"Early Access"
266710,Indie
266730,Action
266730,Adventure
266740,Action
266740,RPG
266750,Action
266750,Adventure
266750,"Free to Play"
266750,"Massively Multiplayer"
266750,RPG
266840,Simulation
266840,Strategy
266880,Action
266880,"Free to Play"
266880,Indie
266880,RPG
266930,Indie
266930,Simulation
266931,Indie
266931,Simulation
266940,Casual
266980,Adventure
267000,"Free to Play"
267000,"Massively Multiplayer"
267000,RPG
267001,"Free to Play"
267001,"Massively Multiplayer"
267001,RPG
267060,Casual
267060,Indie
267220,Action
267220,Indie
267220,RPG
267220,Strategy
267340,Casual
267340,Indie
267340,Strategy
267360,Action
267380,Action
267380,RPG
267381,Action
267381,RPG
267382,Action
267382,RPG
267490,Action
267490,Adventure
267530,Action
267530,Adventure
267550,Action
267600,Simulation
267610,Simulation
267630,Strategy
267650,"Animation & Modeling"
267650,Education
267650,Utilities
267650,"Web Publishing"
267651,"Animation & Modeling"
267651,Education
267651,Utilities
267651,"Web Publishing"
267652,"Animation & Modeling"
267652,Education
267652,Utilities
267652,"Web Publishing"
267660,Adventure
267660,"Free to Play"
267660,Indie
267670,RPG
267680,Simulation
267720,Casual
267720,Indie
267720,RPG
267720,Strategy
267730,Indie
267730,Strategy
267750,Indie
267750,RPG
267750,Strategy
267770,Indie
267770,RPG
267770,Strategy
267771,Indie
267771,RPG
267771,Strategy
267772,Indie
267772,RPG
267772,Strategy
267773,Indie
267773,RPG
267773,Strategy
267774,Indie
267774,RPG
267774,Strategy
267775,Indie
267775,RPG
267775,Strategy
267778,Indie
267778,RPG
267778,Strategy
267780,Indie
267780,RPG
267780,Strategy
267781,Indie
267781,RPG
267781,Strategy
267782,Indie
267782,RPG
267782,Strategy
267783,Indie
267783,RPG
267783,Strategy
267784,Indie
267784,RPG
267784,Strategy
267785,Indie
267785,RPG
267785,Strategy
267786,Indie
267786,RPG
267786,Strategy
267787,Indie
267787,RPG
267787,Strategy
267810,"Animation & Modeling"
267810,Education
267810,Utilities
267810,"Web Publishing"
267830,"Audio Production"
267880,Action
267890,Simulation
267900,Action
267920,Action
267940,Action
267940,Racing
267960,Action
267980,Strategy
268030,Strategy
268050,Action
268080,Adventure
268080,Indie
268080,RPG
268080,Strategy
268090,Action
268090,Adventure
268090,Casual
268090,Indie
268090,RPG
268100,Action
268101,Action
268120,"Audio Production"
268121,"Audio Production"
268122,"Audio Production"
268123,"Audio Production"
268124,"Audio Production"
268125,"Audio Production"
268130,Action
268130,Adventure
268130,Indie
268130,Simulation
268200,Action
268200,Adventure
268200,Strategy
268220,Action
268220,Indie
268240,Action
268240,Adventure
268240,Indie
268260,Casual
268260,Indie
268280,"Free to Play"
268280,Simulation
268281,"Free to Play"
268281,Simulation
268310,Action
268310,Adventure
268310,"Free to Play"
268310,"Massively Multiplayer"
268310,RPG
268311,Action
268311,Adventure
268311,"Free to Play"
268311,"Massively Multiplayer"
268311,RPG
268312,Action
268312,Adventure
268312,"Free to Play"
268312,"Massively Multiplayer"
268312,RPG
268313,Action
268313,Adventure
268313,"Free to Play"
268313,"Massively Multiplayer"
268313,RPG
268315,Action
268315,Adventure
268315,"Free to Play"
268315,"Massively Multiplayer"
268315,RPG
268320,Indie
268340,Action
268340,Adventure
268340,Indie
268340,RPG
268360,Indie
268360,Racing
268400,Strategy
268420,Adventure
268420,Casual
268420,"Free to Play"
268420,"Massively Multiplayer"
268420,RPG
268500,Strategy
268520,Action
268520,Adventure
268520,Indie
268540,Adventure
268540,Indie
268560,Action
268560,Adventure
268590,Action
268590,Adventure
268590,"Free to Play"
268590,"Massively Multiplayer"
268590,RPG
268610,"Design & Illustration"
268610,"Web Publishing"
268611,"Design & Illustration"
268611,"Web Publishing"
268612,"Design & Illustration"
268612,"Web Publishing"
268613,"Design & Illustration"
268613,"Web Publishing"
268614,"Design & Illustration"
268614,"Web Publishing"
268620,Action
268620,"Massively Multiplayer"
268620,RPG
268650,Action
268650,Adventure
268650,"Early Access"
268650,Indie
268650,RPG
268650,Simulation
268650,Strategy
268670,Action
268670,Adventure
268670,"Early Access"
268670,Indie
268670,RPG
268710,Indie
268750,Action
268750,Adventure
268750,Indie
268750,RPG
268810,Adventure
268810,Casual
268810,Indie
268830,Adventure
268850,Utilities
268870,Action
268870,Indie
268870,Strategy
268890,Simulation
268930,Adventure
268930,"Early Access"
268930,Indie
268930,RPG
268970,Adventure
268970,"Early Access"
268970,Indie
268970,RPG
269010,Indie
269010,RPG
269030,Indie
269030,RPG
269050,Adventure
269050,Indie
269110,Adventure
269110,Casual
269110,Indie
269110,RPG
269150,Action
269150,Casual
269150,Indie
269150,Simulation
269170,Casual
269170,Indie
269170,Simulation
269170,Sports
269170,Strategy
269210,Action
269210,Adventure
269210,Indie
269210,"Massively Multiplayer"
269210,RPG
269230,Action
269230,Indie
269250,Indie
269270,Action
269270,Indie
269290,Utilities
269290,"Video Production"
269310,Action
269310,Adventure
269310,"Early Access"
269310,Indie
269310,RPG
269310,Simulation
269310,Strategy
269330,Adventure
269330,Indie
269350,Adventure
269350,"Early Access"
269350,Indie
269370,Action
269370,Indie
269370,RPG
269430,Racing
269470,"Audio Production"
269470,Utilities
269490,Action
269490,Adventure
269490,Casual
269490,Indie
269490,RPG
269490,Strategy
269530,Action
269530,"Early Access"
269530,Indie
269530,"Massively Multiplayer"
269550,"Audio Production"
269550,Utilities
269550,"Video Production"
269570,Education
269570,"Software Training"
269590,"Early Access"
269590,Indie
269590,RPG
269590,Strategy
269610,Action
269610,Adventure
269610,"Early Access"
269610,Indie
269610,Strategy
269630,Action
269630,Indie
269650,Action
269650,Adventure
269650,Indie
269650,RPG
269670,Action
269670,Adventure
269670,Indie
269690,Adventure
269690,Indie
269690,RPG
269710,Action
269710,Casual
269710,Indie
269710,Strategy
269730,Simulation
269730,Sports
269770,Action
269770,Adventure
269770,"Early Access"
269770,Indie
269770,RPG
269790,Adventure
269790,Indie
269810,Action
269810,Adventure
269810,Indie
269890,Adventure
269990,Adventure
269990,Indie
270010,Action
270010,Casual
270010,Indie
270050,Adventure
270050,Indie
270050,RPG
270090,Action
270090,Indie
270110,Action
270110,Adventure
270110,Indie
270110,RPG
270130,Adventure
270130,Indie
270150,Action
270150,Indie
270170,"Free to Play"
270170,Indie
270170,RPG
270170,Simulation
270190,Adventure
270190,Casual
270190,Indie
270210,"Early Access"
270210,Indie
270230,Adventure
270230,Casual
270230,Indie
270270,Action
270270,"Early Access"
270270,Indie
270270,RPG
270310,Adventure
270310,Indie
270330,Action
270330,Adventure
270330,Indie
270370,"Free to Play"
270370,Strategy
270410,Action
270410,Indie
270430,Action
270430,Adventure
270430,RPG
270450,Action
270450,Indie
270450,Sports
270490,Adventure
270490,Indie
270490,RPG
270510,Action
270510,Indie
270550,Action
270550,Indie
270550,Strategy
270570,Adventure
270570,Indie
270590,Action
270590,Adventure
270590,Indie
270630,Action
270630,Casual
270630,Indie
270650,Action
270650,Indie
270660,Action
270660,Indie
270680,"Early Access"
270680,"Free to Play"
270680,Indie
270680,RPG
270680,Strategy
270700,Indie
270700,RPG
270740,Action
270740,"Free to Play"
270740,Indie
270740,"Massively Multiplayer"
270740,RPG
270741,Action
270741,"Free to Play"
270741,Indie
270741,"Massively Multiplayer"
270741,RPG
270742,Action
270742,"Free to Play"
270742,Indie
270742,"Massively Multiplayer"
270742,RPG
270743,Action
270743,"Free to Play"
270743,Indie
270743,"Massively Multiplayer"
270743,RPG
270744,Action
270744,"Free to Play"
270744,Indie
270744,"Massively Multiplayer"
270744,RPG
270745,Action
270745,"Free to Play"
270745,Indie
270745,"Massively Multiplayer"
270745,RPG
270750,RPG
270760,RPG
270770,Strategy
270790,Adventure
270790,Indie
270790,RPG
270790,Strategy
270810,Action
270810,Casual
270810,Indie
270810,Racing
270830,Simulation
270850,Simulation
270870,Action
270870,Adventure
270870,"Free to Play"
270870,Indie
270870,"Massively Multiplayer"
270870,RPG
270871,Action
270871,Adventure
270871,"Free to Play"
270871,Indie
270871,"Massively Multiplayer"
270871,RPG
270880,Indie
270880,Simulation
270910,Action
270910,Indie
270910,Strategy
270930,Indie
270930,Racing
270930,Simulation
270940,"Animation & Modeling"
270940,"Design & Illustration"
270940,Education
270940,"Software Training"
270940,Utilities
270941,"Design & Illustration"
270941,Education
270941,"Software Training"
270941,Utilities
270942,"Animation & Modeling"
270942,"Design & Illustration"
270942,Education
270942,"Software Training"
270942,Utilities
270950,Casual
270950,Simulation
270990,RPG
270990,Strategy
271030,Racing
271030,Sports
271090,Action
271090,"Free to Play"
271100,Action
271100,Adventure
271100,Indie
271110,Action
271110,RPG
271120,Indie
271120,Racing
271120,Simulation
271220,Adventure
271220,Indie
271220,RPG
271230,Adventure
271230,Indie
271230,RPG
271240,Indie
271240,Simulation
271240,Strategy
271290,Action
271290,"Early Access"
271290,"Free to Play"
271331,Action
271331,"Free to Play"
271332,Action
271332,"Free to Play"
271360,Simulation
271360,Strategy
271370,Simulation
271370,Strategy
271390,Simulation
271400,Action
271400,Indie
271410,Casual
271410,Simulation
271411,Casual
271411,Simulation
271412,Casual
271412,Simulation
271413,Casual
271413,Simulation
271414,Casual
271414,Simulation
271415,Casual
271415,Simulation
271416,Casual
271416,Simulation
271417,Casual
271417,Simulation
271418,Casual
271418,Simulation
271419,Casual
271419,Simulation
271420,Casual
271420,Simulation
271421,Casual
271421,Simulation
271422,Casual
271422,Simulation
271423,Casual
271423,Simulation
271424,Casual
271424,Simulation
271425,Casual
271425,Simulation
271426,Casual
271426,Simulation
271427,Casual
271427,Simulation
271428,Casual
271428,Simulation
271429,Casual
271429,Simulation
271430,Casual
271430,Simulation
271431,Casual
271431,Simulation
271432,Casual
271432,Simulation
271433,Casual
271433,Simulation
271438,Casual
271438,Simulation
271439,Casual
271439,Simulation
271440,Casual
271440,Simulation
271441,Casual
271441,Simulation
271442,Casual
271442,Simulation
271443,Casual
271443,Simulation
271444,Casual
271444,Simulation
271445,Casual
271445,Simulation
271446,Casual
271446,Simulation
271447,Casual
271447,Simulation
271448,Casual
271448,Simulation
271449,Casual
271449,Simulation
271450,Casual
271450,Simulation
271451,Casual
271451,Simulation
271452,Casual
271452,Simulation
271453,Casual
271453,Simulation
271454,Casual
271454,Simulation
271455,Casual
271455,Simulation
271456,Casual
271456,Simulation
271457,Casual
271457,Simulation
271458,Casual
271458,Simulation
271459,Casual
271459,Simulation
271460,Casual
271460,Simulation
271461,Casual
271461,Simulation
271462,Casual
271462,Simulation
271463,Casual
271463,Simulation
271464,Casual
271464,Simulation
271465,Casual
271465,Simulation
271466,Casual
271466,Simulation
271467,Casual
271467,Simulation
271468,Casual
271468,Simulation
271469,Casual
271469,Simulation
271470,Casual
271470,Simulation
271471,Casual
271471,Simulation
271472,Casual
271472,Simulation
271473,Casual
271473,Simulation
271474,Casual
271474,Simulation
271475,Casual
271475,Simulation
271476,Casual
271476,Simulation
271477,Casual
271477,Simulation
271478,Casual
271478,Simulation
271479,Casual
271479,Simulation
271480,Casual
271480,Simulation
271481,Casual
271481,Simulation
271489,Casual
271489,Simulation
271490,Casual
271490,Simulation
271491,Casual
271491,Simulation
271492,Casual
271492,Simulation
271497,Casual
271497,Simulation
271498,Casual
271498,Simulation
271499,Casual
271499,Simulation
271500,Action
271520,Action
271520,"Free to Play"
271520,Indie
271550,Casual
271550,Indie
271550,Strategy
271570,Action
271570,Indie
271590,Action
271590,Adventure
271640,Action
271640,Indie
271670,Action
271670,Indie
271710,Action
271710,Adventure
271710,Casual
271710,Indie
271730,Action
271730,Adventure
271730,Indie
271730,Strategy
271760,RPG
271800,Action
271800,Adventure
271800,"Free to Play"
271800,"Massively Multiplayer"
271800,RPG
271801,Action
271801,Adventure
271801,"Free to Play"
271801,"Massively Multiplayer"
271801,RPG
271802,Action
271802,Adventure
271802,"Free to Play"
271802,"Massively Multiplayer"
271802,RPG
271820,Adventure
271820,Casual
271820,Indie
271850,Action
271850,Simulation
271850,Strategy
271860,Indie
271880,Action
271880,Indie
271880,RPG
271900,Casual
271900,Indie
271900,Strategy
271920,Simulation
271942,Action
271942,RPG
271943,Action
271943,RPG
271944,Action
271944,RPG
271950,Adventure
271950,Casual
271950,Indie
271960,"Design & Illustration"
271960,"Web Publishing"
271961,"Design & Illustration"
271961,"Web Publishing"
271962,"Design & Illustration"
271962,"Web Publishing"
271963,"Design & Illustration"
271963,"Web Publishing"
271964,"Design & Illustration"
271964,"Web Publishing"
271970,Indie
271970,RPG
271990,Adventure
271990,Casual
271990,Indie
271990,RPG
271990,Strategy
272010,Adventure
272010,Casual
272010,Indie
272010,RPG
272040,Casual
272040,Indie
272060,Adventure
272060,Indie
272080,Casual
272080,Indie
272080,Simulation
272080,Sports
272080,Strategy
272083,Casual
272083,Indie
272083,Simulation
272083,Sports
272083,Strategy
272084,Casual
272084,Indie
272084,Simulation
272084,Sports
272084,Strategy
272090,Casual
272090,Indie
272090,Simulation
272090,Sports
272090,Strategy
272100,Indie
272100,RPG
272100,Strategy
272230,Action
272230,"Early Access"
272230,Indie
272270,Adventure
272270,"Early Access"
272270,Indie
272270,RPG
272270,Strategy
272300,Utilities
272330,Action
272330,Indie
272390,Adventure
272470,Action
272470,Adventure
272470,Indie
272470,RPG
272510,Action
272510,Adventure
272600,Adventure
272600,Indie
272680,Action
272680,Casual
272680,Indie
272690,Action
272690,Indie
272700,Action
272700,Adventure
272710,Action
272710,Adventure
272770,Racing
272770,Simulation
272770,Sports
272890,Indie
272890,Sports
272920,Indie
272950,Action
272950,"Massively Multiplayer"
272950,RPG
272960,Action
272960,"Massively Multiplayer"
272960,RPG
272970,Action
272970,"Massively Multiplayer"
272970,RPG
272990,Casual
272990,Indie
273030,Simulation
273030,Sports
273030,Strategy
273070,Indie
273070,Simulation
273070,Strategy
273110,Action
273110,Casual
273110,"Free to Play"
273110,"Massively Multiplayer"
273130,Action
273130,Adventure
273150,Action
273150,Adventure
273151,Action
273151,Adventure
273152,Action
273152,Adventure
273153,Action
273153,Adventure
273240,Action
273240,Indie
273280,Action
273280,Adventure
273280,Indie
273290,RPG
273290,Strategy
273300,Action
273300,Adventure
273300,Indie
273350,Action
273370,Indie
273380,Strategy
273381,Strategy
273450,Indie
273450,RPG
273450,Strategy
273500,Action
273500,Indie
273520,Casual
273520,Simulation
273521,Casual
273521,Simulation
273522,Casual
273522,Simulation
273523,Casual
273523,Simulation
273524,Casual
273524,Simulation
273525,Casual
273525,Simulation
273526,Casual
273526,Simulation
273527,Casual
273527,Simulation
273540,Indie
273540,Racing
273540,Simulation
273540,Sports
273600,Action
273620,Action
273670,Action
273670,Indie
273670,Simulation
273680,Action
273680,Indie
273680,Strategy
273700,Action
273700,Indie
273730,Casual
273730,Simulation
273740,Simulation
273750,Racing
273750,Simulation
273750,Sports
273760,Simulation
273770,Simulation
273770,Strategy
273790,Simulation
273800,Simulation
273820,Simulation
273830,Action
273830,Simulation
273840,Racing
273840,Simulation
273840,Sports
273850,Simulation
273860,Simulation
273940,Simulation
273960,Action
273960,Indie
273960,Simulation
273960,Strategy
274010,Action
274010,Simulation
274050,Indie
274050,Simulation
274050,Strategy
274120,Action
274121,Action
274122,Action
274123,Action
274130,Action
274160,Action
274160,RPG
274161,Action
274161,RPG
274170,Action
274170,Indie
274190,Action
274190,Adventure
274190,Casual
274190,Indie
274230,Action
274230,Indie
274250,Indie
274250,Sports
274270,Action
274270,Adventure
274270,Indie
274290,Adventure
274290,Indie
274310,Indie
274310,RPG
274350,Adventure
274350,Indie
274430,Indie
274430,Strategy
274431,Indie
274431,Strategy
274480,Action
274480,Indie
274480,RPG
274500,Action
274500,"Early Access"
274500,Indie
274520,Action
274520,Adventure
274520,"Early Access"
274520,Indie
274520,RPG
274560,Action
274560,Adventure
274560,Indie
274560,RPG
274560,Simulation
274560,Strategy
274620,Action
274620,"Free to Play"
274620,Indie
274620,RPG
274700,Indie
274700,Strategy
274880,Indie
274880,Racing
274880,Sports
274900,Action
274900,Indie
274920,"Animation & Modeling"
274920,"Video Production"
274940,Action
274940,Indie
274960,Indie
274960,RPG
274960,Simulation
274960,Strategy
274980,Indie
274980,Simulation
274980,Strategy
275050,Action
275050,Indie
275060,Action
275060,Adventure
275080,Casual
275080,Indie
275080,Simulation
275100,Adventure
275100,Casual
275100,Indie
275125,Simulation
275127,Simulation
275138,Simulation
275139,Simulation
275144,Simulation
275163,Simulation
275170,Simulation
275180,Adventure
275180,Casual
275180,RPG
275200,Action
275200,Adventure
275200,Indie
275240,Indie
275240,RPG
275290,Strategy
275310,Simulation
275330,Casual
275350,Indie
275350,Strategy
275390,Action
275390,Adventure
275390,Indie
275470,Action
275470,Indie
275470,Strategy
275490,Action
275490,Casual
275490,Indie
275510,Strategy
275530,Action
275530,Strategy
275560,RPG
275560,Strategy
275570,Action
275570,RPG
275590,Action
275590,RPG
275610,Action
275670,Indie
275670,Strategy
275690,Action
275690,RPG
275700,Action
275700,Simulation
275700,Strategy
275710,Action
275710,Indie
275800,Simulation
275804,Simulation
275805,Simulation
275806,Simulation
275807,Simulation
275809,Simulation
275810,Casual
275810,Strategy
275830,Casual
275830,Strategy
276050,"Free to Play"
276050,Indie
276050,"Massively Multiplayer"
276050,RPG
276051,"Free to Play"
276051,"Massively Multiplayer"
276051,RPG
276190,Action
276220,Casual
276240,Casual
276300,Casual
276340,Casual
276360,Casual
276380,Casual
276430,Casual
276440,Casual
276460,Casual
276550,Strategy
276551,Strategy
276552,Strategy
276730,Action
276730,Indie
276750,Strategy
276770,Action
276770,Casual
276770,Strategy
276810,RPG
276810,Strategy
276870,"Early Access"
276870,Indie
276870,Simulation
276870,Strategy
276890,Action
276890,Adventure
276890,RPG
277110,Adventure
277110,Casual
277150,"Audio Production"
277230,"Audio Production"
277270,Adventure
277270,Casual
277430,Action
277450,Strategy
277460,Strategy
277470,Adventure
277470,Indie
277470,RPG
277490,Action
277490,Indie
277490,Strategy
277500,Casual
277500,Indie
277500,Simulation
277510,Action
277510,Adventure
277510,Casual
277510,Indie
277520,Action
277520,Adventure
277520,Indie
277540,Casual
277560,Casual
277590,Action
277590,Adventure
277630,Simulation
277630,Strategy
277650,Action
277650,Adventure
277650,Indie
277650,RPG
277670,Action
277671,Action
277672,Action
277673,Action
277674,Action
277675,Action
277676,Action
277677,Action
277678,Action
277679,Action
277680,Casual
277680,Indie
277700,Indie
277720,"Animation & Modeling"
277720,"Audio Production"
277720,Casual
277720,Utilities
277721,"Animation & Modeling"
277721,"Audio Production"
277721,Casual
277721,Utilities
277730,Simulation
277731,Simulation
277732,Simulation
277733,Simulation
277735,Simulation
277736,Simulation
277737,Simulation
277739,Simulation
277740,Simulation
277741,Simulation
277742,Simulation
277745,Simulation
277747,Simulation
277748,Simulation
277749,Simulation
277751,Simulation
277752,Simulation
277753,Simulation
277754,Simulation
277755,Simulation
277756,Simulation
277757,Simulation
277758,Simulation
277759,Simulation
277760,Simulation
277761,Simulation
277762,Simulation
277763,Simulation
277764,Simulation
277765,Simulation
277767,Simulation
277768,Simulation
277769,Simulation
277770,Simulation
277771,Simulation
277773,Simulation
277774,Simulation
277776,Simulation
277777,Simulation
277778,Simulation
277820,Action
277820,Racing
277820,Sports
277821,Action
277821,Racing
277821,Sports
277830,Action
277830,Adventure
277840,"Design & Illustration"
277840,"Web Publishing"
277841,"Design & Illustration"
277841,"Web Publishing"
277842,"Design & Illustration"
277842,"Web Publishing"
277843,"Design & Illustration"
277843,"Web Publishing"
277850,Indie
277850,Sports
277870,Action
277870,Adventure
277870,Indie
277870,RPG
277890,Action
277890,Adventure
277890,Indie
277910,Adventure
277910,Indie
277910,RPG
277910,Simulation
277930,Adventure
277930,"Early Access"
277930,Indie
277930,RPG
277950,Action
277950,Adventure
277950,"Free to Play"
277950,Indie
277950,RPG
277950,Strategy
277990,Simulation
278030,Strategy
278080,Action
278100,Action
278100,Indie
278120,Casual
278120,"Early Access"
278120,Indie
278120,Simulation
278120,Strategy
278131,Action
278150,"Audio Production"
278190,"Audio Production"
278210,"Video Production"
278360,Adventure
278360,Casual
278360,Indie
278420,Action
278420,Adventure
278420,Indie
278440,Indie
278440,Simulation
278460,Casual
278460,RPG
278480,Simulation
278481,Simulation
278490,Adventure
278490,Casual
278490,Indie
278490,RPG
278510,Action
278530,Adventure
278530,Indie
278530,RPG
278550,Simulation
278570,Adventure
278570,Casual
278570,Indie
278590,Casual
278590,Indie
278590,RPG
278620,Action
278620,Adventure
278620,Indie
278620,RPG
278640,Action
278640,Adventure
278640,Indie
278710,Simulation
278710,Strategy
278711,Simulation
278711,Strategy
278712,Simulation
278712,Strategy
278720,Casual
278720,Indie
278810,Action
278810,Adventure
278810,Indie
278810,Strategy
278850,Action
278890,Action
278890,Indie
278910,Indie
278910,Strategy
278930,Action
278930,Indie
278970,Action
278970,Adventure
279090,Casual
279090,Simulation
279110,Action
279110,RPG
279111,RPG
279112,Action
279112,RPG
279120,Action
279120,Adventure
279120,"Early Access"
279120,Indie
279120,Strategy
279140,Indie
279140,Simulation
279140,Strategy
279160,Action
279160,Adventure
279260,Adventure
279260,Indie
279280,"Audio Production"
279420,Casual
279420,Simulation
279420,Strategy
279440,Adventure
279440,Indie
279440,RPG
279460,Sports
279480,Casual
279480,Strategy
279500,Adventure
279520,Action
279520,Casual
279520,Indie
279520,Racing
279520,Simulation
279540,Casual
279540,Indie
279560,Adventure
279580,Action
279580,Adventure
279580,Casual
279580,Indie
279600,RPG
279600,Simulation
279600,Strategy
279601,RPG
279601,Simulation
279601,Strategy
279602,RPG
279602,Simulation
279602,Strategy
279603,RPG
279603,Simulation
279603,Strategy
279620,Simulation
279620,Strategy
279621,Simulation
279621,Strategy
279622,Simulation
279622,Strategy
279623,Simulation
279623,Strategy
279640,Indie
279640,Strategy
279720,RPG
279740,"Photo Editing"
279740,Utilities
279740,"Video Production"
279800,Adventure
279800,Casual
279820,Indie
279820,Simulation
279830,Indie
279830,Simulation
279840,Action
279840,"Free to Play"
279840,Indie
279900,Adventure
279900,Indie
279920,Action
279920,Indie
279940,Adventure
279960,Strategy
279961,Strategy
279962,Strategy
279963,Strategy
279964,Strategy
279965,Strategy
279966,Strategy
279967,Strategy
279968,Strategy
279990,Casual
279990,Indie
279990,RPG
279990,Simulation
280010,Action
280010,"Early Access"
280010,Indie
280030,Action
280030,Indie
280031,Action
280031,Indie
280032,Action
280032,Indie
280040,Action
280040,Indie
280040,RPG
280140,Adventure
280140,Casual
280140,Indie
280140,RPG
280160,Action
280160,Adventure
280160,Indie
280180,Action
280180,Adventure
280180,"Early Access"
280180,Indie
280200,Action
280200,Indie
280220,Indie
280220,Simulation
280220,Strategy
280320,Casual
280320,Indie
280320,RPG
280360,Adventure
280360,Indie
280360,RPG
280360,Simulation
280360,Strategy
280380,Action
280380,Strategy
280440,Action
280440,"Early Access"
280440,Indie
280460,Action
280460,Indie
280500,Action
280500,Indie
280500,Racing
280520,Action
280520,Adventure
280520,"Early Access"
280520,Indie
280520,RPG
280540,Casual
280540,Indie
280540,Simulation
280540,Strategy
280560,Action
280560,Indie
280600,Action
280600,Indie
280600,RPG
280640,Action
280640,Indie
280640,RPG
280680,"Design & Illustration"
280720,"Early Access"
280720,Indie
280720,Simulation
280720,Strategy
280740,Action
280740,Adventure
280740,Casual
280740,Indie
280790,Action
280790,Adventure
280790,Casual
280790,"Early Access"
280790,"Free to Play"
280790,Indie
280790,"Massively Multiplayer"
280790,RPG
280790,Simulation
280830,Casual
280830,Indie
280830,Sports
280890,Action
280890,Adventure
280890,Indie
280910,Action
280910,Indie
280910,Racing
280930,Action
280930,Casual
280930,Indie
280930,Strategy
281050,Action
281050,Casual
281050,"Free to Play"
281050,Indie
281060,Adventure
281060,Indie
281100,"Audio Production"
281100,Utilities
281102,"Audio Production"
281102,Utilities
281103,"Audio Production"
281103,Utilities
281150,Action
281150,Adventure
281200,Adventure
281220,Action
281240,Adventure
281260,Action
281280,Racing
281340,Action
281341,Action
281342,Action
281343,Action
281344,Action
281345,Action
281346,Action
281347,Action
281350,Strategy
281370,Indie
281390,Strategy
281410,Action
281430,RPG
281450,Strategy
281511,Strategy
281560,Adventure
281580,Simulation
281600,Adventure
281600,RPG
281600,Strategy
281601,Adventure
281601,RPG
281601,Strategy
281602,Adventure
281602,RPG
281602,Strategy
281603,Adventure
281603,RPG
281603,Strategy
281604,Adventure
281604,RPG
281604,Strategy
281606,Adventure
281606,RPG
281606,Strategy
281607,Adventure
281607,RPG
281607,Strategy
281610,Strategy
281640,Indie
281640,RPG
281640,Strategy
281690,Action
281690,Adventure
281750,Adventure
281750,Casual
281750,Indie
281770,Indie
281770,RPG
281770,Strategy
281780,Adventure
281780,Casual
281780,Indie
281780,RPG
281820,Action
281820,Adventure
281820,Casual
281820,Indie
281840,Indie
281860,Action
281860,Indie
281900,"Design & Illustration"
281920,Action
281920,Indie
281940,Action
281940,Adventure
281940,Indie
281990,Simulation
281990,Strategy
282010,Action
282010,Indie
282010,Racing
282030,Action
282030,Indie
282030,Racing
282050,Racing
282050,Simulation
282050,Sports
282070,Adventure
282070,Indie
282070,Simulation
282090,Racing
282090,Sports
282091,Racing
282091,Sports
282092,Racing
282092,Sports
282100,Action
282100,Adventure
282100,Casual
282100,Indie
282100,RPG
282140,Action
282140,Adventure
282140,Indie
282201,Adventure
282201,Casual
282201,"Free to Play"
282201,"Massively Multiplayer"
282201,RPG
282210,Strategy
282250,Action
282250,Indie
282250,RPG
282250,Strategy
282270,Action
282270,Indie
282270,RPG
282280,Action
282280,Indie
282280,RPG
282350,Sports
282370,Action
282370,Indie
282400,Simulation
282400,Strategy
282440,Action
282470,Adventure
282470,Indie
282470,Simulation
282511,Action
282512,Action
282513,Action
282514,Action
282515,Action
282516,Action
282520,Action
282530,Action
282530,Adventure
282550,Simulation
282560,"Early Access"
282560,Simulation
282560,Strategy
282590,Indie
282590,Strategy
282620,Action
282620,Indie
282620,Simulation
282640,Action
282640,Indie
282660,Utilities
282680,"Early Access"
282680,Indie
282680,Strategy
282740,Action
282740,Casual
282740,"Early Access"
282740,Indie
282760,Casual
282760,Indie
282780,Action
282780,Adventure
282780,Indie
282800,Indie
282800,Strategy
282860,Action
282860,Indie
282860,RPG
282860,Simulation
282880,Casual
282880,"Early Access"
282880,Indie
282880,Strategy
282900,RPG
282900,Strategy
282960,"Early Access"
282960,Indie
283000,Indie
283000,Strategy
283020,Indie
283020,Strategy
283040,Adventure
283040,Indie
283040,RPG
283060,Adventure
283060,Casual
